Tuple Addresses,ID,Name,Age,Salary
358275552,78739,gmahxrixwojmxhjbwlawfjvi½!5eö,109,1986623090
358275584,61242,mrvivkinvhjyppulqcpvuati½!5eö,98,1853517431
358275616,98463,bwnznykxxuryuscnrizlgsbi½!5eö,115,1970567281
358275648,3406,sqxtughncjyoltvpjsgiomyi½!5eö,114,1935829604
358275680,32072,rdjbszjnoklbblkfzvvxigni½!5eö,122,1987408489
358275712,94034,ziruviszqhwxzsclrzshomki½!5eö,103,1803185521
358275744,58759,gqmzkkfswixqdqnrsqknhqmi½!5eö,107,1635215986
358275776,73720,krjwamcjtwqrcyypxwmdsmhi½!5eö,116,1836409441
358275808,9820,tabumvatpnymxwjgigpvckki½!5eö,120,1718843489
358275840,32623,xaxsfktwqbmshbjdfucxgyti½!5eö,100,1987342706
358275872,9576,drqtvuviljthxgxxjnyybqzi½!5eö,99,1651407205
358275904,94955,ceynbkabmtvctwydjoriukyi½!5eö,103,1869245811
358275936,78106,gsmjopdyurhgowoculumfohi½!5eö,109,2054714485
358275968,12453,mutxztyhoqlcgzrldjhudtsi½!5eö,100,1634493554
358276000,65604,drdlaimzulenamjstdxowsbi½!5eö,107,1919116391
358276032,6490,kgdcrfldysabnbgvtpmckspi½!5eö,108,1668510829
358276064,33321,lmtscgtnltztkhtidojyllvi½!5eö,116,1735682404
358276096,17170,tditgtezekisfnhpclajpfhi½!5eö,117,1769566561
358276128,34292,uaqyirituosqzajrvyxpbafi½!5eö,109,1870035312
358276160,59742,mpyvonfhrgpbgmistbajkfxi½!5eö,112,1885891944
358276192,74535,phmhpyexhxwnmgbqyqhuejzi½!5eö,114,2004378224
358276224,50013,rpbxwbylvblxnbqxpqozrzui½!5eö,97,2020566133
358276256,54797,audoxzwlavaueiycttatrdui½!5eö,121,2020238963
358276288,57373,ysfjxyhcsbgftkfxbqiwduzi½!5eö,99,1969843301
358276320,97774,celiufsuloxcovsnktdcrwni½!5eö,121,1685679975
358276352,79930,ygoyddpzkkxtxcihpvvhaxei½!5eö,102,1869181544
358276384,61982,fhriobhqcimbgoxotqghycki½!5eö,114,1870228087
358276416,38150,rwjyoadsivebpatahmdfesvi½!5eö,100,1719298927
358276448,23441,dokzfggtxaqkczedhcshubvi½!5eö,101,2003790956
358276480,86340,ellowufadxbalnjhgqpzwari½!5eö,106,1869835127
358276512,55343,jwksoqgsctvmhueanqsljtdi½!5eö,120,1702457452
358276544,71346,xlpyeprzhpcanxrlzhnkdffi½!5eö,108,1819109995
358276576,14079,lkjmlmfgvhswerfxqovgnrui½!5eö,111,1987473013
358276608,62722,ounvvqmoqtbqdgbzysswpmhi½!5eö,112,1685355126
358276640,39938,pvztdhwhjulwgkuogjumiwxi½!5eö,104,1836279905
358276672,62691,hahsmkcbqxzhpmktawasbqxi½!5eö,119,1835170422
358276704,61087,wvzbmakudzaluctogjrlzjoi½!5eö,105,1734965873
358276736,11138,iqzigktlezxifrxgbcsvmpsi½!5eö,111,1969513059
358276768,16598,ocbdufzmjvgshsvohgmgghwi½!5eö,121,1987013241
358276800,16648,yyjovprnvbephqfnuegkkfti½!5eö,97,1668113002
358276832,58738,ajbmcekqhiqyhxejhusiyeui½!5eö,104,1835430758
358276864,41152,hfsfmlaqsgmababulpwkkfyi½!5eö,120,1685285991
358276896,87903,xglsdshoojaudozfxyphznni½!5eö,116,1935963239
358276928,42743,tgtdsnrfbpsgoykihdhsdjui½!5eö,99,1952872810
358276960,84628,cjyftkrouzevdgtjfdipnzci½!5eö,97,1835428206
358276992,56447,anifmmncoyavapdamnjfycai½!5eö,99,1887073378
358277024,48590,cbtzptepcgezbcuyhlsitxui½!5eö,112,1801876070
358277056,19921,pfrfkeyrxsnjganakbbuubti½!5eö,107,1987145328
358277088,92699,kpnqvznsgvnbzlnscswscpdi½!5eö,97,2054842475
358277120,64046,akhzzjyxllbnoiwviwevnoni½!5eö,118,1734834288
358277152,83119,vpxgghxngrfvdkqdfcisvgoi½!5eö,117,2037933930
358277184,29730,ujgxybtzrcyqtvrtkbnvnaci½!5eö,120,2003136634
358277216,32181,xzpewtnmmajqpuadrqawzzmi½!5eö,109,2003531625
358277248,8804,miwkwtiwopptxotmkauhsexi½!5eö,109,2037803364
358277280,4229,mdivyoivsxmkynjciknwossi½!5eö,113,1970829921
358277312,85725,qazxufnjkqmdhrjhsxinqtki½!5eö,121,2036490863
358277344,32558,yobbyndgdrizppfsgpywotdi½!5eö,100,1718314085
358277376,37540,dedkfidztqqpogjfweavewqi½!5eö,111,1701208438
358277408,18031,ovafehmdqzcqrnwsiasjnfdi½!5eö,109,1836609123
358277440,48579,mcnxmrxhquozeicdnwtclobi½!5eö,100,1937142890
358277472,68615,djtvskgdhqsiisdciyfnygni½!5eö,102,1953002339
358277504,19482,fcshtiewfzdispjoinmjirxi½!5eö,104,1752265062
358277536,26182,hfqqhnjdjudzfwjmgratgddi½!5eö,99,1953130083
358277568,92477,ccfjtrnrzsrknfpjypeelili½!5eö,107,1953461882
358277600,29568,kzvotupcmoeelitvrervryvi½!5eö,98,2037080687
358277632,70683,bobkylvoevcqkmsrgbonkcni½!5eö,121,2037081962
358277664,50813,yjgkyehtuhofuzfwrgichgbi½!5eö,106,1717793894
358277696,605,jftcfmnhungrwvjxwffpeyfi½!5eö,100,1651866220
358277728,91566,dlzubshzquitbjcztmfvbkoi½!5eö,118,1735947877
358277760,28296,vevxgflsqhgbrewnhkbceyki½!5eö,116,2054841954
358277792,59679,tbfzzkycaqkwbtjuvqdlngfi½!5eö,108,1667458663
358277824,67360,lgfccxopixiyhcvcjtdtksji½!5eö,117,1969841516
358277856,57029,uleiurmomewdwgfujtfiupui½!5eö,102,1652127340
358277888,84747,flvybduqqhhrmnfldaqyszji½!5eö,109,1786146672
358277920,56179,mpovjsjtadyxtqxmqyroacji½!5eö,107,1784835959
358277952,41551,kwobjqgzczmqoyookzejebsi½!5eö,109,1668901234
358277984,62575,mriycppguwnqvwmpgsecmmdi½!5eö,97,1819107692
358278016,20727,alamlfdwmocpdhzxnnmloypi½!5eö,98,1819569006
358278048,15963,bnktlwkfzupojuagkbcozppi½!5eö,119,1768452724
358278080,1112,wtrhibmwgwyswlmlfnwakiki½!5eö,98,1685748078
358278112,59314,bnyzdtnukewksejzhnqkmeji½!5eö,107,1685022306
358278144,75724,kbfodfnfxhbutbtwfedldvji½!5eö,121,1769568374
358278176,87568,yvxyiezbspdmzcfisyobyizi½!5eö,116,1651466596
358278208,87449,tdaobuqihckdvtbyitraonli½!5eö,107,1936356709
358278240,37901,keujssncyybmbufnobzpcywi½!5eö,105,1920230775
358278272,1457,iwetrcomstclbyaxcbwqpaki½!5eö,97,1819570286
358278304,5575,anptlabusnxixwyhvdomxrvi½!5eö,102,1702388077
358278336,18133,fmaxesbejoogitkiwgccuemi½!5eö,118,1752003960
358278368,63419,vxumhztghvxgghjjyzsbjqgi½!5eö,109,2037347703
358278400,61464,mwuoyptlhvqgrntkzseclfli½!5eö,113,1651865698
358278432,3727,qbxubrpcfoatdzcexnloksei½!5eö,116,1903454821
358278464,41021,tejtqwensycylkgayxigeiyi½!5eö,121,2004378997
358278496,49518,yuexwkohynwtyripvdgiugqi½!5eö,105,1886480482
358278528,38333,ibhqpptccbdhbcxvwjstwxwi½!5eö,100,1902541431
358278560,4497,dwzfqvzshmkgasosaeoiqqui½!5eö,114,1835886436
358278592,37352,rdgmmeueynlxzhgtufrpkaji½!5eö,112,2036954234
358278624,62581,pztiyrrwaolmdyetfmyzvrji½!5eö,116,1701015402
358278656,75558,tjocepysuhhidzwkvwiuaqei½!5eö,107,2020702581
358278688,23309,kuyqxlgpqylfppvvheavgogi½!5eö,105,1802725994
358278720,33082,ijjsksxrsfcqcylrkfhxipji½!5eö,111,1668508533
358278752,14294,oukscksjyoddhvtgrqmwkuvi½!5eö,120,1835428208
358278784,19939,xpifmmmjhwkahqtycsimwbki½!5eö,103,1784834923
358278816,1571,gkkbjmwytgpihoogrziucbbi½!5eö,105,2003789158
358278848,28288,ifeowgyfyvbyomnkbfhxwomi½!5eö,108,1902801784
358278880,27252,lxsjqpunjleozlbftxfwvvhi½!5eö,121,1936089444
358278912,97615,ydafsmggtkqxbolctpnrhaji½!5eö,110,1635414884
358278944,24359,ndszaaejitwwxdgfoijthhri½!5eö,119,1785690490
358278976,15409,wzyojzwamduhwfpkzonpemai½!5eö,120,1769239921
358279008,14634,xquticzhcldgneyngsmzjxpi½!5eö,121,1819766896
358279040,75437,yppwlxawsahqbncejpjuhcli½!5eö,112,1868853353
358279072,6283,pipdosdcyyudbkgurfrqzugi½!5eö,122,1633907045
358279104,26991,zeqcagyqqeusptmmjhqfybqi½!5eö,118,1986815346
358279136,16813,vrelvxnwcigmbdkfctacmywi½!5eö,103,1735621235
358279168,7500,gszsgvztbmqpioyejzlmrnbi½!5eö,100,1785818466
358279200,59512,dbmqjnzfftzimrylrzuficni½!5eö,110,1836018792
358279232,72164,nhlomuycwvurnaxtajoklahi½!5eö,120,1751607659
358279264,55949,xkighrwcwddtxnnyohzhsgdi½!5eö,111,1684370547
358279296,39779,ostedivziedbznicaxjivpli½!5eö,115,1634564722
358279328,31029,srzmatucneeoqnuzrxnjohfi½!5eö,106,1920493162
358279360,21637,jjfxrdmbahoglioaoehbknci½!5eö,111,1986292592
358279392,18068,opkdvokvggfapwoervxxffhi½!5eö,117,1752789625
358279424,94997,uyryhmpthgiuymzhxxcogsqi½!5eö,122,1768058982
358279456,74558,zfpbipzvmpqwrlhuksicgzni½!5eö,106,1752005217
358279488,42609,jazmhhhzdrayxxqsrcofukxi½!5eö,122,1801679985
358279520,67813,zqtckthtfkxllcuecczqqqpi½!5eö,99,1853056619
358279552,67373,ckfsnwyomlrzrkuenemgzfmi½!5eö,120,1936226675
358279584,34189,xsyhscmjqjbglcfqnpxcndgi½!5eö,98,1785621623
358279616,28754,bwlnjiggwpufahttuhzvgevi½!5eö,120,1752461174
358279648,29502,xvothcqcxzkivelxfmkykxei½!5eö,114,1920496492
358279680,70658,rlsxrloirntgwsykqjjsgvdi½!5eö,101,1769369970
358279712,14069,erqviojmubkqshkiabybmwti½!5eö,108,1919705444
358279744,20667,ldalrdurrytjosknwakenyhi½!5eö,104,1970696307
358279776,75862,hspvumqwzxyvpkhjzkzjdhsi½!5eö,103,1835628900
358279808,43028,gdyimcrwskdhieahsqenlsci½!5eö,103,1953849972
358279840,8897,gtbutvkbcnwzqzpvrjsdqlpi½!5eö,101,1953523297
358279872,51944,eafptecfbxpjvukrlldinmwi½!5eö,101,1954182778
358279904,55392,ezvztwdpadtpynxzurtcqlmi½!5eö,111,1818326644
358279936,51117,otvalmlmezzkksbbmvfkemmi½!5eö,100,1886351219
358279968,8985,dsoopyqoteofdfptyynngpei½!5eö,101,1919511398
358280000,94784,efkirechbobnpjkbkftgzzdi½!5eö,100,1919511673
358280032,93381,dylirigjliblyguredbqpaki½!5eö,106,1668703585
358280064,13057,jaevcnzwuioftfhhwvetkkpi½!5eö,113,1819698553
358280096,33053,qyevldjaumtkygnrrtrjuyii½!5eö,98,2054185319
358280128,29269,bgapzntdvhtbxgxxnvkfajti½!5eö,117,1970168421
358280160,3277,uebnurgibtzarapyjrlkdvri½!5eö,97,1736078712
358280192,71853,axuzgaltqsndsgucgpvwvcmi½!5eö,107,1819833712
358280224,38983,kpuxlidbvneduhlopnnpquii½!5eö,113,1802662257
358280256,48066,qqqrkgeflkbihexqqejhmezi½!5eö,120,1818453346
358280288,28502,xbecluoqdipbqdlntokarthi½!5eö,100,1635282809
358280320,8955,dyoxaoigqhprwsjnlceyuxvi½!5eö,107,1986687856
358280352,5421,kpsjvieizidjrgcmkqfjugai½!5eö,98,1818847850
358280384,70316,bjjilcgortyyywiauncdegzi½!5eö,106,1902999920
358280416,80026,jpymqmoyhpxmgmxcmtuekaai½!5eö,107,1919247726
358280448,79004,kneeragrvvzqqfqyjgforexi½!5eö,109,2020500587
358280480,67964,mkdnxxdxbnlrviosdlsccyhi½!5eö,120,1903521893
358280512,17058,xepuqkfmgbhaqylrbxmourxi½!5eö,100,1735750753
358280544,48717,datugrceilutytijgmruoshi½!5eö,97,1936290665
358280576,70507,aisisffcykxrbrspswrwepgi½!5eö,101,1970763108
358280608,59773,eduwudastqelgwpsgsobmxri½!5eö,101,1920626289
358280640,83740,eqnzrvmtnkrxucnlkzooduci½!5eö,117,2053399656
358280672,81564,uhddzxpajjagoksqtqkkhqzi½!5eö,111,1735683437
358280704,56657,ommtgsogebolgldoimnxwygi½!5eö,112,1668314477
358280736,78515,pmupcdeqvachamnhhzhkdmzi½!5eö,107,1818585964
358280768,94207,klkeljmamwqdhoditngpwmqi½!5eö,108,2020239722
358280800,95184,ljijxcuuoiiavuzfwfbttrsi½!5eö,97,1650683255
358280832,36635,awmcbkxzjxeubegqduzyavqi½!5eö,98,1685157481
358280864,5499,bivqddfjcjxopdgpcmipcrei½!5eö,101,1903192696
358280896,19895,exjpqfnnrhlvpdbgwxuyrrii½!5eö,101,1719231089
358280928,15208,eqbyfkzwzyqihcfxkppgsavi½!5eö,115,1886807409
358280960,68581,sqevpcmmwfwtcluwzgtdtfvi½!5eö,103,1954112366
358280992,88906,gncytiaquhxeugenlwommgdi½!5eö,121,1651275881
358281024,36250,yixlblemuizuucgbovozkayi½!5eö,98,1870033256
358281056,55489,bhqvohbqwxjlewipmiqomlui½!5eö,118,1768253301
358281088,94802,vugeifbibniyxotubaddtthi½!5eö,102,1887004012
358281120,10226,fleypnlctqsoxskqfrboqhmi½!5eö,106,1835168629
358281152,52939,jusbmmlxngilsuipkbzuxuii½!5eö,98,1684959329
358281184,9745,bapndnlobpccfzplqkoxbati½!5eö,122,1685026158
358281216,32784,znuodjujonviapokfumidefi½!5eö,100,1785948786
358281248,54877,drjsjwgzbfebmkbalcykvfoi½!5eö,111,1886741875
358281280,89012,oseupwnykapmiyemxxzeovai½!5eö,114,1886350450
358281312,51207,rrloprkcpdcujidiimigqgji½!5eö,98,1952804967
358281344,80888,bgpetqmpxfccyzwzbawgpiai½!5eö,112,1702325882
358281376,2127,pznwespetnhgskzdvqtfxymi½!5eö,102,1701408365
358281408,19787,fmnieqofjxckkqjehxrtkfti½!5eö,101,1718249062
358281440,75789,effjfdadhlpzlnjpmvcqtjwi½!5eö,113,1852666746
358281472,74828,qzsmnhygquxlcecvxhxmqbyi½!5eö,101,2036496745
358281504,18088,eiybyrjddzeufqsxlxjutwki½!5eö,114,1868849509
358281536,92430,readoelgkvnxfskgbyjdagii½!5eö,109,1868849770
358281568,90726,mjbdowfjekelnylwsxxmsjci½!5eö,114,1734568570
358281600,23799,rzjcgwtqqiadbmikngvrdoxi½!5eö,108,2003073392
358281632,45503,lpydwjxcbyibevhzgdbnsvbi½!5eö,106,1786343800
358281664,358,jxqyjzeissufmrfwjbjmbqji½!5eö,111,1936682340
358281696,46063,odmoswwghrozqvgvsmasauti½!5eö,111,1852074081
358281728,27664,oahdnnvhdbhfuujfyebcomsi½!5eö,122,1937340520
358281760,23304,zhxyseqxstmcremszzouajzi½!5eö,112,1920166769
358281792,80391,pqksryayuchydqtuwgoczkxi½!5eö,105,1802530163
358281824,32673,ismpksxgursscocafvewipci½!5eö,116,2037869669
358281856,57847,telwyirgjxyymcasnaurcgvi½!5eö,107,1668051306
358281888,76430,kjqlcsyeuhpyxigszjkqcqui½!5eö,119,1801679211
358281920,43597,wkqckoxizqqfkjdxohnsiqpi½!5eö,100,1718251632
358281952,67277,dppjfrhzglixmakkdaswzmvi½!5eö,118,2020042870
358281984,61974,vvhgxibhxqvgegoznccgbupi½!5eö,108,2003593336
358282016,79065,lxhlwfjiudqwsmormujikchi½!5eö,122,1668899687
358282048,33216,zgcycdjgyjpcudldglfqapni½!5eö,103,1667331188
358282080,86846,gttacnrovyuayaakxjfrzhki½!5eö,97,1751415417
358282112,86176,ayzdhddqvksdjfsovysemmzi½!5eö,108,1651013994
358282144,12137,ljyhbqgkacdahxxvudyocpni½!5eö,113,1651471463
358282176,54865,qgtobhihuvyderhshmlzsmbi½!5eö,106,1852334951
358282208,66011,jgchnzuoibfsqnncjwmlfbvi½!5eö,121,1819436399
358282240,38357,yoerlutyfosoohslidqhinwi½!5eö,104,1885628772
358282272,72921,hdidpptvimwmvyaydbhqmbci½!5eö,104,2003004526
358282304,15930,hnlcwyeeywvbdijrgsdpdbqi½!5eö,109,2054516083
358282336,37889,msmuzmblrekpjhatykbasvli½!5eö,104,1701278064
358282368,92795,hpqgeuhaivbsroumnhmuhxai½!5eö,117,1886284666
358282400,42588,uzknpmmgacpvobiakeojciki½!5eö,98,1886939489
358282432,68961,baixpvxthvdxgwyyoynhhppi½!5eö,100,1969845616
358282464,32908,dpuiuxpdqwekaseqfbipxiri½!5eö,110,1802269303
358282496,61894,nwrlknxahlvmaysbukreqrbi½!5eö,116,2020570722
358282528,57794,tbvoxuafbefwnzjowwxyncsi½!5eö,101,1734959971
358282560,32789,eccigdmwfduwtxidzypadbgi½!5eö,122,1769496936
358282592,15183,zhaxiztycnvhoabqoygcuzvi½!5eö,122,1767994984
358282624,44657,zhvaidewenyzedxaxqhppjvi½!5eö,103,1785553263
358282656,79892,goamjvdwitkyyvmlcibsypei½!5eö,116,1752790136
358282688,66223,txtyhivxtrzxnpwasyddmmgi½!5eö,107,1987146856
358282720,5783,khtqvdzgidehkzmooejshsri½!5eö,120,1836087141
358282752,99298,xewpmovvfcruzhjninswvqui½!5eö,98,2037281141
358282784,64275,buqnyqfodsljuhhcrgfiorpi½!5eö,102,1634755702
358282816,67378,fvdpaozdsilwryetnxrzuqoi½!5eö,115,1635023464
358282848,63052,shztakckbjrnbpjognxhzfki½!5eö,116,1851943537
358282880,57769,tqjbnbgrzfergiqqsmakluti½!5eö,105,1902537847
358282912,13949,iwlfqmjscgcbhukmmynmvcai½!5eö,108,1633906785
358282944,21676,lapcatlihsblfcwgczuxwfri½!5eö,115,2003398770
358282976,25167,srpiwfzpzcwxzebxsanayori½!5eö,112,1634037878
358283008,86657,pvpeaapraxmrnbzobnldlzoi½!5eö,122,1650877814
358283040,28039,zvefbltkzwkoeromidppujpi½!5eö,99,1785620857
358283072,24594,cyinjrqgudsdoyckqafhujti½!5eö,109,2020762234
358283104,29404,mzbrxlzjrfbepjrliwdrjyvi½!5eö,103,2054254444
358283136,10605,gloqzqeuxjeqkzxdeddcomsi½!5eö,112,1767993195
358283168,89891,pkoaieufqhnuuhvzoyonbhqi½!5eö,99,1684239713
358283200,24230,caucdxaxhajdatwgqldkyici½!5eö,110,1937012344
358283232,62728,nxvtshwpbrpwxadhrgzksxxi½!5eö,105,2037478499
358283264,58747,ictqyxpaqxfxdqspvgqinkei½!5eö,116,1852077690
358283296,12667,tzvdnhpgvyxwjdlaowntvsri½!5eö,121,2004513636
358283328,7028,ydszwdglseuviotvozeodcmi½!5eö,109,1634367354
358283360,19684,mzwjazqtqulgagfcotducyti½!5eö,113,1652058742
358283392,484,qvjxbakirnpddaismvkyzoui½!5eö,108,1634496102
358283424,17684,lfnlazixptpbjbnbdilneiri½!5eö,111,1668380025
358283456,25424,oyuqcdbphgtsowsyxezasjyi½!5eö,111,2020958566
358283488,7096,ofauxofxplpfvtongwgimyyi½!5eö,115,1751868008
358283520,4330,shbkhzadayeqjfxsvefvoyqi½!5eö,117,1836018041
358283552,9836,uyiomelzryxlkiyxahcxjbyi½!5eö,109,2037020776
358283584,24153,mhxjyxomcfjpktmqscxzttki½!5eö,122,1685221484
358283616,6889,zlprdsdjwcmoltzqzilfxsni½!5eö,122,1650943351
358283648,57336,zwegbfcuxttdtinwtmcsrsti½!5eö,107,1668507503
358283680,69371,kogscaznpsxwxencdypjqryi½!5eö,117,1667590243
358283712,72600,uchecltschqpoeqrwausrkti½!5eö,121,1785095524
358283744,275,ydefjnpzbnxxtvatbpuwqqii½!5eö,112,1937144178
358283776,89413,pryvscluaakakaqxhtvglyqi½!5eö,119,1819831411
358283808,22613,wslxlvjbjqknyinripjwmowi½!5eö,97,1969714796
358283840,59586,alvgudwbilumwinclayeqivi½!5eö,117,2020633185
358283872,4591,uajpxrrmwiflnjqjsevxxfni½!5eö,101,1651011175
358283904,44785,egnhbyyefbdfatthuriaurxi½!5eö,121,2054387310
358283936,46982,ynvszinxzealmfbjvjynqkbi½!5eö,103,1919183987
358283968,13393,gsldrkkfgxhbxufcvtypvuri½!5eö,99,1970827624
358284000,29005,chqxuhzzmxjlgkfoxsntijyi½!5eö,113,2020436839
358284032,70821,qgkmxfzmqomkygsixtjquavi½!5eö,114,1852991594
358284064,51892,rjhrnylcghychuvsfhrvaxni½!5eö,98,1752001633
358284096,63695,balmhjhfauriuqaepliuhyzi½!5eö,119,2036754534
358284128,17306,wfhfyrzhlzogvzxtvhzbtmni½!5eö,106,1919839075
358284160,75863,jcknroamvcrfcvfpafvahzzi½!5eö,99,1769303652
358284192,7712,cdnuiugeyvywfmhxaqspctli½!5eö,111,1986885999
358284224,70123,ooymvigwnggryjxooyqzwkei½!5eö,99,1818784114
358284256,29979,crqhlysimhciszmaeruocvpi½!5eö,99,1903191930
358284288,42371,czgpqulnvaxhoankntsrvbqi½!5eö,106,1819438439
358284320,20933,jgmrlowsrysojsgznptlfrbi½!5eö,109,1734500721
358284352,9729,mqabgajvpbczkrkfaqchqydi½!5eö,121,1633776739
358284384,67919,yctaazowstzxtdupuruqxnki½!5eö,104,2053928313
358284416,84306,hyulzokfvyvekjfkizlfjjwi½!5eö,118,1768452717
358284448,45430,vmrhinlrrusblklfcgkjhqbi½!5eö,119,1835954545
358284480,9013,wqqnmkheulributcdbwdeyoi½!5eö,97,1869508973
358284512,16721,amqnopbtxtptlevjewhzxcbi½!5eö,105,1902868579
358284544,39447,icxkqfouqepiqnmrivhhrepi½!5eö,56,76965
